title,author,condition,price
The Autobiography of Miss Jane Pittman,by Ernest J. Gaines,Very Good,"£6,10"
"The Lady, or the Tiger?",by Frank R Stockton,Very Good,"£6,90"
The Island of Doctor Moreau,by H.G. Wells,Very Good,"£5,30"
Manon Lescaut,by Abbe Prevost,Very Good,"£8,99"
Sacred Book of the Werewolf,by Victor Pelevin,Very Good,"£4,60"
Today a Woman Went Mad in the Supermarket,by Hilma Wolitzer,Very Good,"£6,60"
Anne's House of Dreams,by L. M. Montgomery,Very Good,"£4,80"
Little Wars,by H. G. Wells,Very Good,"£6,00"
Vanity Fair,by William Makepeace Thackeray,Very Good,"£4,80"
Plain Tales From The Hills,by Rudyard Kipling,Very Good,"£3,49"
Barnaby Rudge,by Charles Dickens,Very Good,"£3,60"
Wuthering Heights,by Emily Bronte,Very Good,"£6,99"
The Well-beloved,by Thomas Hardy,Well Read,"£9,30"
Oltre le porte del tempo,by Brian Weiss,Good,"£4,10"
Doctor Faustus,by Thomas Mann,Very Good,"£7,99"
Cendrillon,by Charles Perrault,Very Good,"£3,60"
The Woman In Black,by Susan Hill,Very Good,"£7,90"
"That Darcy, That Dancer, That Gentleman",by J. P. Donleavy,Very Good,"£3,49"
"Cecilia, or Memoirs of an Heiress",by Fanny Burney,Very Good,"£7,10"
Libro de Apolonio,by Other Dolores Corbella Diaz,Very Good,"£3,49"
The Gambler,by F. M. Dostoevsky,Very Good,"£5,80"
Christmas Carol,by Charles Dickens,Very Good,"£7,80"
The Idiot,by F. M. Dostoevsky,Good,"£4,60"
Pride and Prejudice,by Jane Austen,Very Good,"£3,49"
"Look Homeward, Angel",by Thomas Wolfe,Very Good,£8.90
The Christmas Books,by Charles Dickens,Very Good,£3.49
Jonathan Wild,by Henry Fielding,Very Good,£4.80
The House Of Mirth,by Edith Wharton,Very Good,£6.60
Gulliver's Travels,by Jonathan Swift,Very Good,£3.50
Victorian Fairy Tales,"by Michael Newton (Senior Lecturer, Department of English, Senior Lecturer, Department of English, University of Leiden)",Very Good,£12.90
The Fixed Period,by Anthony Trollope,Very Good,£4.99
The Great Gatsby,by F Scott Fitzgerald,Like New,£5.20
The Karamazov Brothers,by F. M. Dostoevsky,Very Good,£5.80
La vedova scalza,by Salvatore Niffoi,Very Good,£7.50
Lucien Leuwen,by Stendhal,Very Good,£4.80
Marion Fay,by Anthony Trollope,Well Read,£3.49
Sense and Sensibility,by Jane Austen,Very Good,£3.49
Sanditon,by Jane Austen,Very Good,£5.70
Bleak House,by Charles Dickens,Very Good,£5.30
Ulysses,by James Joyce,Good,£4.90
The Quiet Little Woman - a Christmas Story,by Louisa May Alcott,Very Good,£3.49
The Beth Book,by Sarah Grand,Very Good,£4.95
L' Assommoir,by Emile Zola,Good,£5.00
Paul and Virginie,by Jacques-Henri Bernardin De Saint-Pierre,Very Good,£4.99
Turn of the Screw 2e Cscc,by Henry James,Very Good,£3.80
"Carry On, Jeeves",by P.G. Wodehouse,Very Good,£5.50
Brideshead Revisited,by Evelyn WAUGH,Well Read,£3.50
Cornwall's Wonderland,by Mabel Quiller-Couch,Very Good,£7.90
Triumfalnaia arka,by Erich M Remarque,Very Good,£7.30
Tobermory and Other Stories,by Saki,Very Good,£3.49
White Fang,by Jack London,Very Good,£7.80
Washington Square,by Henry James,Very Good,£3.50
Jessica's First Prayer and Froggy's Little Brother,by Hesba Stratton,Very Good,£15.99
Enfants Terribles,by Jean Cocteau,Very Good,£3.60
Villette,by Charlotte Bronte,Well Read,£3.49
Lies,by Enrique de Heriz,Very Good,£4.80
"The Great War with Germany, 1890-1940",by I. F. Clarke,Very Good,£8.40
Carmen,by Prosper Merimee,Very Good,£6.99
The Piazza Tales,by Herman Melville,Very Good,£4.30
The Marquise of O,by Richard Stokes,Very Good,£4.30
Women & Fiction,by Patricia Stubbs,Very Good,£3.49
Ben-Hur,by Lewis Wallace,Very Good,£8.40
With This Ring...,by Laura Adams,Very Good,£7.99
The Story of Charles Strange,by Mrs. Henry Wood,Very Good,£9.90
Brigitta,by Adalbert Stifter,Very Good,£3.49
La De Bringas,"by Galdos, Perez",Very Good,£3.49
Notre Dame de Paris,by Victor Hugo,Well Read,£4.30
Ruthless Crown,by Ryan Stacks,Very Good,£10.90
The Lost World,by Arthur Conan Doyle,Very Good,£6.10
Keep the Aspidistra Flying,by D.J. Taylor,Very Good,£6.60
Little Dorrit,by Charles Dickens,Very Good,£6.80
Complete Short Stories of John Buchan,by John Buchan,Very Good,£7.60
Lady Susan,by Jane Austen,Very Good,£4.00
Little Dorrit,by Charles Dickens,Very Good,£3.50
He Knew He Was Right,by Anthony Trollope,Very Good,£3.50
Le Roman De Tristan ET Iseut,by Joseph Bedier,Very Good,£6.30
"Childhood, Boyhood, Youth: New Translation",by Leo Tolstoy,Like New,£7.20
Hotel Savoy,by Joseph Roth,Very Good,£8.20
Black Snow,by Mikhail Bulgakov,Very Good,£3.80
Moby Dick,by Herman Melville,Very Good,£3.99
Spring Magic,by D. E. Stevenson,Like New,£9.99
David Copperfield,by Charles Dickens,Very Good,£3.49
Fathers and Sons,by Ivan Turgenev,Very Good,£3.50
Something Fresh,by P.G. Wodehouse,Very Good,£22.99
A Hero of Our Time,by Mikhail Lermontov,Very Good,£5.30
Notes from Underground: Popular Penguins,by Fyodor Dostoyevsky,Very Good,£11.10
The Woman and the Puppet,by Pierre Louys,Very Good,£9.99
The Oxford Book of Irish Short Stories,by William Trevor,Very Good,£3.50
Henderson the Rain King,by Saul Bellow,Well Read,£5.20
Lady into Fox,by David Garnett,Like New,£7.00
La Condition Humaine,by Andre Malraux,Well Read,£3.90
The Mirror of the Sea,by Joseph Conrad,Very Good,£12.00
The Adventures of Tom Sawyer,by Mark Twain,Very Good,£3.50
The Marvelous Land of Oz,by L Frank Baum,Very Good,£7.80
Letters from a Self-Made Merchant to His Son,by George Horace Lorimer,Very Good,£3.70
Les albums de Martine,by Gilbert Delahaye,Very Good,£5.30
Oeuvres & Themes,by Chrtien de Troyes,Very Good,£3.49
The Path of Minor Planets,by Andrew Sean Greer,Very Good,£3.90
A Hair Divides (Valancourt 20th Century Classics),by Claude Houghton,Very Good,£14.99
The Weather In The Streets,by Rosamond Lehmann,Like New,£3.80
"Very Good, Jeeves",by P. G. Wodehouse,Like New,£22.99
I'd Die for You: And Other Lost Stories,by F. Scott Fitzgerald,Very Good,£3.50
The Bostonians,by Henry James,Well Read,£3.49
King Solomon's Mines (Barnes & Noble Classics Series),by H. Rider Haggard,Very Good,£4.80
"Candide, ou L'optimisme",by Voltaire,Very Good,£3.49
La peur et autres recits,by Stephane Despres,Very Good,£5.55
Dombey And Son,by Charles Dickens,Like New,£14.99
Martine petit rat de l'opera,by Gilbert Delahaye,Very Good,£3.49
"Augustus Carp, Esq., Being the Autobiography of a Really Good Man","by Sir Henry, Bashford",Very Good,£8.70
The Mill on the Floss,by George Eliot,Very Good,£3.49
Forever Is a Lie,by Novoneel Chakraborty,Very Good,£3.49
Un Cuento de Navidad / A Christmas Carol,by Charles Dickens,Very Good,£7.00
Fanny Hill,by John Cleland,Good,£3.49
Manon Lescaut,by L'Abbe Prevost,Like New,£3.95
Jude the Obscure,by Thomas Hardy,Very Good,£3.49
Midwinter,by John Buchan,Very Good,£9.99
Wuthering Heights,by Emily Bronte,Like New,£5.60
Far from the Madding Crowd,by Thomas Hardy,Very Good,£3.50
Frankenstein,by Mary Shelley,Like New,£4.50
Le Cid,by Pierre Corneille,Very Good,£3.49
The Last Cavalier,by Alexandre Dumas,Very Good,£10.90
The Turn of the Screw (Legend Classics),by Henry James,Like New,£8.99
Anna Karenina: New Translation,by Leo Tolstoy,Very Good,£5.80
Sherlock Holmes: The Complete Novels and Stories Volume I,by Sir Arthur Conan Doyle,Very Good,£3.90
Flowers For The Devil,by Vlad Kahany,Like New,£13.60
The Brandons,by Angela Thirkell,Very Good,£5.70
Northbridge Rectory,by Angela Thirkell,Very Good,£9.99
Humphry Clinker,by Tobias Smollett,Very Good,£3.70
A Room with a View,by E. M. Forster,Good,£4.60
The Bostonians,by Henry James,Very Good,£4.80
Twenty-Four Hours in the Life of a Woman,by Stefan Zweig,Very Good,£7.99
La tía Julia y el escribidor / Aunt Julia and the Scriptwriter,by Mario Vargas Llosa,Very Good,£8.70
Onward Virgin Soldiers,by Leslie Thomas,Very Good,£4.30
Hide and Seek,by Wilkie Collins,Very Good,£4.80
The Last and the First,by Nina Berberova,Very Good,£4.30
Barnaby Rudge,by Charles Dickens,Very Good,£5.30
The Professor,by Charlotte Bronte,Very Good,£3.49
Bill the Conqueror,by P.G. Wodehouse,Like New,£9.40
The Count of Monte Cristo,by Alexandre Dumas,Very Good,£4.00
Liza of Lambeth,by W. Somerset Maugham,Very Good,£3.50
La peste,by Albert Camus,Very Good,£10.75
Alberta and Jacob,by Cora Sandel,Like New,£8.80
Pride and Prejudice (Artisan Edition),by Jane Austen,Very Good,£10.00
Retour a Reims,by Didier Eribon,Very Good,£7.70
Daisy Miller,by Henry James,Very Good,£3.50
The Penguin Complete Tales and Poems of Edgar Allan Poe,by Edgar Allan Poe,Like New,£18.90
The Good Soldier,by Ford Madox Ford,Very Good,£5.30
A Christmas Carol,by Charles Dickens,Very Good,£5.40
A Christmas Carol,by Charles Dickens,Very Good,£3.60
Before Lunch,by Angela Thirkell,Very Good,£5.80
The Adventures of Tom Sawyer,by Mark Twain,Very Good,£3.49
The Tenant of Wildfell Hall (Vintage Classics Bronte Series),by Anne Bronte,Very Good,£5.80
The Complete Brigadier Gerard Stories,by Sir Arthur Conan Doyle,Very Good,£3.50
Anne of Green Gables,by L. M. Montgomery,Very Good,£4.80
The Life and Adventures of Santa Claus,by L. Frank Baum,Very Good,£9.99
The Pilgrim's Progress,by John Bunyan,Very Good,£5.30
Forest Silver,by E M Ward,Very Good,£9.99
Die Leiden Des Jungen Werther,by Johann Wolfgang von Goethe,Good,£4.80
The Princesse de Cleves,by Madame de Lafayette,Very Good,£4.30
"""The Battle of Dorking",by George Tomkyns Chesney,Very Good,£5.99
Walking on Eggshells,by Jane Isay,Very Good,£14.00
War and Peace,by Leo Tolstoy,Like New,£10.20
Reynard the Fox,by James Simpson,Very Good,£15.30
The Woman in White,by Wilkie Collins,Very Good,£3.80
Exemplary Stories,by Miguel de Cervantes,Very Good,£4.80
Mrs Miniver,by Jan Struther,Very Good,£9.99
Myths and Legends of Ancient Greece and Rome,by E. M. Berens,Like New,£3.49
Decline and Fall,by Evelyn Waugh,Like New,£4.90
The Beautiful and Damned,by F Scott Fitzgerald,Very Good,£3.49
Oliver Twist,by Charles Dickens,Very Good,£4.30
Tess of the D'Urbervilles,by Thomas Hardy,Very Good,£3.50
Clair De Lune,by Guy de Maupassant,Very Good,£5.30
Of Mice And Men,by John Steinbeck,Very Good,£3.49
Far from the Madding Crowd,by Thomas Hardy,Very Good,£3.49
America,by Franz Kafka,Very Good,£3.60
Les albums de Martine,by Oscar Wilde,Very Good,£3.90
An Inspector Calls The Graphic Novel: Quick Text,by Jason Cobley,Very Good,£12.40
The Diary of a Nobody,by George Grossmith,Very Good,£16.99
Athenaise,by Kate Chopin,Very Good,£3.49
"The Southern Land , Known",by Gabriel De Foigny,Very Good,£5.30
Three Men In A Boat,by Jerome K. Jerome,Very Good,£4.30
Harry Heathcote of Gangoil,by Anthony Trollope,Well Read,£3.49
The Scarlett Letter,by Nathaniel Hawthorne,Very Good,£8.80
Three Men in a Boat,by Jerome Jerome,Very Good,£9.99
Moravagine,by Blaise Cendrars,Very Good,£9.00
Comment Wang-Fo fut sauve et autres nouvelles,by Marguerite Yourcenar,Very Good,£3.49
Au bonheur des dames,by Emile Zola,Very Good,£5.30
Pride and Prejudice,by Jane Austen,Very Good,£9.99
Vendredi ou la vie sauvage,by Michel Tournier,Very Good,£4.30
Zazie dans le metro,by Raymond Queneau,Very Good,£4.80
The Christmas Books,by Charles Dickens,Very Good,£6.90
An Audience with Charles Dickens,by Charles Dickens,Very Good,£5.40
The Last Chronicle of Barset,by Anthony Trollope,Very Good,£5.99
The Three Musketeers,by Alexandre Dumas,Very Good,£3.50
Blood Brothers,by Ernst Haffner,Very Good,£3.70
"Alice's Adventures in Wonderland, Through the Looking Glass and Alice's Adventures Under Ground",by Lewis Carroll,Very Good,£4.80
Far from the Madding Crowd (film tie-in),by Thomas Hardy,Very Good,£3.50
The Thief,by Georg Heym,Very Good,£8.95
The Man Who Bought London,by Edgar Wallace,Very Good,£8.99
Dracula (Barnes & Noble Signature Edition),by Bram Stoker,Very Good,£4.99
Middlemarch,by George Eliot,Very Good,£3.49
Pudd'nhead Wilson and Other Tales,by Mark Twain,Very Good,£4.10
Lost Journey,by A.L. Barker,Very Good,£3.50
The The Captain's Daughter and A History of Pugachov,by Alexander Pushkin,Very Good,£5.80
The Ambassadors (Barnes & Noble Classics Series),by Henry James,Very Good,£4.30
Wuthering Heights,by Emily Bronte,Very Good,£3.49
Boule De Suif / Mademoiselle Fifi,by Guy de Maupassant,Very Good,£3.49
Bouvard et Pecuchet,by Gustave Flaubert,Very Good,£5.30
The Strange Case of Dr. Jekyll & Mr. Hyde,by Robert Louis Stevenson,Very Good,£8.50
Combray,by Marcel Proust,Very Good,£6.85
Paris,by Emile Zola,Well Read,£4.80
Sense and Sensibility,by Jane Austen,Very Good,£3.80
Weeds: A Story in Seven Chapters,by Jerome Jerome,Very Good,£9.80
Treasure Island,by Robert Louis Stevenson,Very Good,£6.99
Honeysuckle Cottage,by P. G. Wodehouse,Very Good,£3.50
Tom Baker Reads A Christmas Carol,by Charles Dickens,Very Good,£10.00
Middlemarch,by George Eliot,Very Good,£3.49
Northanger Abbey,by Jane Austen,Very Good,£3.80
Treasure Island,by Robert Louis Stevenson,Very Good,£3.49
Le Jeu De L'amour Et Du Hasard,by Pierre Carlet De Chamblain De Marivaux,Very Good,£3.49
High Rising,by Angela Thirkell,Very Good,£3.70
Jane Eyre,by Charlotte Bronte,Very Good,£3.49
Pride and Prejudice,by Jane Austen,Good,£3.49
Wuthering Heights (Barnes & Noble Classics Series),by Emily Bronte,Very Good,£4.00
Jane Eyre,by Charlotte Bronte,Very Good,£4.80
Pou-poule!,by Loufane,Very Good,£5.90
Christmas Tales,by Charles Dickens,Very Good,£3.50
Gargantua,by Francois Rabelais,Very Good,£3.70
Jude the Obscure,by Thomas Hardy,Very Good,£3.50
Moby Dick,by Herman Melville,Very Good,£5.90
Diana of the Crossways,by George Meredith,Very Good,£5.30
The Marquise of O,by Heinrich Von Kleist,Very Good,£3.49
Wives and Daughters,by Elizabeth Cleghorn Gaskell,Very Good,£4.80
Moonstone,by Wilkie Collins,Very Good,£3.50
Collection Monsieur Madame (Mr Men & Little Miss),by Roger Hargreaves,Very Good,£3.49
A Journal of the Plague Year,by Daniel Defoe,Very Good,£5.30
Tours et detours de la vilaine fille,by Mario Vargas Llosa,Very Good,£4.50
Typee,by Herman Melville,Very Good,£4.80
Tess Of The D'urbervilles,by Thomas Hardy,Good,£3.90
Gulliver's Travels,by Jonathan Swift,Like New,£3.50
Irma Voth,by Miriam Toews,Good,£4.30
Sketches of Young Gentlemen,by Charles Dickens,Very Good,£3.49
A Daughter of the Land,by Gene Stratton Porter,Very Good,£5.99
Old Mortality,by Sir Walter Scott,Good,£3.49
The Making of a Marchioness,by Frances Hodgson Burnett,Very Good,£9.00
Three Years,by Anton Pavlovich Chekhov,Very Good,£4.70
Fear,by Stefan Zweig,Very Good,£10.00
Martin Chuzzlewit,by Charles Dickens,Very Good,£3.50
Jane Eyre,by Charlotte Bronte,Very Good,£3.49
The Monk,by Matthew Lewis,Very Good,£3.80
L'amant de la Chine du Nord,by Marguerite Duras,Very Good,£3.80
Collection Monsieur Madame (Mr Men & Little Miss),by Roger Hargreaves,Very Good,£3.49
Pride and Prejudice,by Jane Austen,Very Good,£3.90
Northanger Abbey,by Jane Austen,Very Good,£3.99
Don Quijote De La Mancha,by Cervantes,Very Good,£3.90
This Side of Paradise / The Beautiful and Damned,by F. Scott Fitzgerald,Very Good,£3.99
Treasure Island,by Robert Louis Stevenson,Very Good,£4.80
Vanity Fair,by William Makepeace Thackeray,Very Good,£3.50
Dracula,by Bram Stoker,Very Good,£3.49
Irma Voth,by Miriam Toews,Very Good,£4.60
Little Men & Jo's Boys,by Louisa May Alcott,Very Good,£3.99
The Collected Shorter Fiction of Anthony Trollope,by Anthony Trollope,Very Good,£3.60
The Man of Feeling,by Henry Mackenzie,Very Good,£4.99
Eight Cousins,by Louisa May Alcott,Very Good,£3.80
Fanny Hill,by John Cleland,Very Good,£3.49
A Christmas Carol,by Charles Dickens,Very Good,£4.30
The Pioneers,by James Fenimore Cooper,Very Good,£5.30
Decameron,by Giovanni Boccaccio,Very Good,£6.30
A Sentimental Education,by Gustave Flaubert,Very Good,£4.20
Sanditon,by Jane Austen,Very Good,£7.99
Great Short Works,by Oscar Wilde,Very Good,£3.49
Les Funerailles De LA Grande Meme,by Gabriel Garcia Marquez,Very Good,£3.49
To the Lighthouse,by Virginia Woolf,Very Good,£4.25
Little Women,by Louisa Alcott,Very Good,£3.49
The Mandelbaum Gate,by Muriel Spark,Very Good,£5.90
The Portable Henry James,by Henry James,Very Good,£3.50
The Great Gatsby,by F. Scott Fitzgerald,Very Good,£10.60
Mademoiselle Fifi,by Guy de Maupassant,Good,£3.49
Les miserables,by Victor Hugo,Very Good,£3.49
Shirley,by Charlotte Bronte,Very Good,£3.49
Silas Marner and Two Short Stories (Barnes & Noble Classics Series),by George Eliot,Very Good,£5.80
The Last Chronicle of Barset,by Anthony Trollope,Very Good,£3.49
Contes Du Jour Et De La Nuit,by Guy de Maupassant,Very Good,£4.30
La Princesse de Cleves et autres romans,by Madame de la Fayette,Good,£3.49
Last of the Mohicans,by James Fenimore Cooper,Very Good,£3.49
L'ecole des femmes,by Moliere,Very Good,£3.49
Flappers and Philosophers,by F Scott Fitzgerald,Very Good,£6.30
A Tale of Two Cities,by Charles Dickens,Very Good,£3.49
La sorciere de la rue Mouffetard/Edition speciale,by Pierre Gripari,Very Good,£5.20
Selected Works,by Jack London,Very Good,£3.49
In the Secret Theatre of Home,by Jenny Taylor,Very Good,£9.90
Le Malade imaginaire,by Moliere,Very Good,£3.49
Wives and Daughters,by Elizabeth Cleghorn Gaskell,Very Good,£3.50
Supplement au voyage de Bougainville,by Denis Diderot,Very Good,£3.49
Madame Bovary,by Gustave Flaubert,Very Good,£3.49
Germinal,by Emile Zola,Very Good,£5.80
An Unsocial Socialist,by George Bernard Shaw,Very Good,£3.50
The Ambassadors,by Henry James,Good,£3.49
Walden ou la vie dans les bois,by Henry David Thoreau,Very Good,£9.50
The Last Chronicle of Barset,by Anthony Trollope,Very Good,£4.80
Carmen,by Prosper Merimee,Very Good,£3.60
The Railway Children,by E. Nesbit,Very Good,£5.50
Joseph Andrews,by Henry Fielding,Very Good,£3.49
Collection Monsieur Madame (Mr Men & Little Miss),by Roger Hargreaves,Very Good,£3.49
Le Colonel Chabert/El Verdugo,by Honore de Balzac,Very Good,£12.00
Great Expectations,by Angus Calder,Well Read,£3.49
The Portrait of a Lady,by Henry James,Very Good,£3.49
Pinocchio,by Carlo Collodi,Very Good,£4.30
Mansfield Park,by Jane Austen,Very Good,£3.50
Childhood Memories and Other Stories,by Giuseppe Tomasi di Lampedusa,Very Good,£3.50
Fair Stood the Wind for France,by H E Bates,Very Good,£5.20
The Castle,by Franz Kafka,Very Good,£14.20
Oeuvres & Themes,by Victor Hugo,Very Good,"£3,49"
Jane Eyre,by Charlotte Bronte,Well Read,"£3,49"
Catriona,by Robert Louis Stevenson,Very Good,"£3,49"
The Mayor of Casterbridge,by Thomas Hardy,Very Good,"£3,50"
The Adventures of Huckleberry Finn,by Mark Twain,Like New,"£7,99"
The Story of Kennett,by Bayard Taylor,Very Good,"£3,49"
Madame Bovary,by Gustave Flaubert,Well Read,"£3,49"
The Strange Case of Dr. Jekyll and Mr. Hyde,by Robert Louis Stevenson,Like New,"£3,90"
The Jungle Book,by Rudyard Kipling,Like New,"£7,70"
Aucassin et Nicolette,by Anonyme,Very Good,"£3,50"
The Metamorphosis,by Franz Kafka,Very Good,"£6,20"
Madame Bovary,by Gustave Flaubert,Very Good,"£4,50"
Les albums de Martine,by Marcel Marlier,Very Good,"£5,10"
