title,author,condition,price
The Duel,by Anton Chekhov,Very Good,£8.20
The Eustace Diamonds,by Anthony Trollope,Very Good,£4.80
Venus in Furs,by Leopold von Sacher-Masoch,Very Good,£7.99
Ormond,by Maria Edgeworth,Very Good,£6.30
Cranford,by Elizabeth Gaskell,Very Good,£3.49
Journey to the Centre of the Earth,by Jules Verne,Very Good,£3.49
The Small House at Allington,by Anthony Trollope,Very Good,£9.00
Le silence de la mer,by Vercors,Very Good,£4.20
The Life and Death of Mr Badman,by John Bunyan,Very Good,£5.30
McTeague,by Frank Norris,Very Good,£3.90
Great Expectations,by Charles Dickens,Very Good,£4.00
"The Life and Opinions of Tristram Shandy, Gentleman",by Laurence Sterne,New,£15.99
"Clarissa, or the History of A Young Lady",by Samuel Richardson,New,£19.29
The Portrait of a Lady,by Henry James,New,£8.09
The Great Gatsby,by F. Scott Fitzgerald,New,£11.89
Michael Kohlhaas,by Heinrich Von Kleist,New,£8.79
A Young Doctor's Notebook: New Translation,by Mikhail Bulgakov,New,£7.19
Persuasion,by Jane Austen,New,£7.79
The Legend of Sleepy Hollow and Other Stories,by Washington Irving,New,£9.49
Pygmalion,by George Bernard Shaw,New,£4.79
On the Eve: New Translation,by Ivan Turgenev,New,£7.79
Persuasion (Jane Austen Collection),by Jane Austen,New,£15.39
Chess,by Stefan Zweig,New,£8.49
A Farewell To Arms,by Ernest Hemingway,New,£9.09
Remembrance of Things Past: Volume 2,by Marcel Proust,New,£17.39
The New Annotated Frankenstein,by Mary Shelley,New,£24.69
Remembrance of Things Past: Volume 3,by Marcel Proust,New,£17.39
Middlemarch,by George Eliot,New,£15.39
Ulysses,by James Joyce,New,£53.99
Cane,by Jean Toomer,New,£10.49
The Complete Short Stories with Hercule Poirotvol 1,by Agatha Christie,New,£13.59
The Strange Case of Dr Jekyll and Mr Hyde,by Robert Louis Stevenson,New,£6.89
The Aeneid,by Virgil,New,£9.09
Uncle Tom's Cabin,by Harriet Beecher Stowe,New,£5.19
Finnegans Wake,by James Joyce,New,£8.79
Romola,by George Eliot,New,£9.49
The Count of Monte Cristo,by Alexandre Dumas,New,£9.49
The Gulls Fly Inland,by Sylvia Thompson,New,£11.99
The House of Mirth,by Edith Wharton,New,£13.59
Confessions of a Thug,by Philip Meadows Taylor,New,£10.09
Her Side of the Story,by Alba de Cspedes,New,£15.99
The Jungle Books,by Rudyard Kipling,New,£14.09
The Complete Short Stories with Hercule Poirotvol 2,by Agatha Christie,New,£14.59
The Complete Short Stories with Hercule Poirotvol 3,by Agatha Christie,New,£19.39
Ask The Dust,by John Fante,Very Good,£7.40
Tatting and Mandolinata,by Faith Compton Mackenzie,New,£11.99
Invitation to a Beheading,by Vladimir Nabokov,New,£8.49
Moby Dick,by Herman Melville,New,£8.09
Doctor Syn,by Russell Thorndyke,New,£21.89
Letter from an Unknown Woman and Other Stories,by Stefan Zweig,New,£8.49
Dracula,by Bram Stoker,Very Good,£4.80
The Prince and Betty,by P.G. Wodehouse,New,£11.79
A Christmas Memory,by Truman Capote,New,£8.49
Of Time and the River,by Thomas Wolfe,New,£11.39
The Green Graves of Balgowrie,by Jane Helen Findlater,New,£8.49
Big Two-Hearted River,by Ernest Hemingway,New,£15.39
The Three Musketeers,by Alexandre Dumas,New,£10.79
Mademoiselle Fifi and Other Stories,by Guy de Maupassant,New,£6.49
The Other Side,by Alfred Kubin,New,£9.99
No Fond Return Of Love,by Barbara Pym,New,£8.49
The Red Badge of Courage,by Stephen Crane,New,£3.89
Calypso in London,by Sam Selvon,New,£8.49
The Female Quixote,by Charlotte Lennox,New,£9.09
Confessions of Zeno (riverrun editions),by Italo Svevo,New,£11.39
1984,by George Orwell,New,£12.39
Little Women,by Louisa May Alcott,New,£9.49
Enchanted Tales & Happily Ever Afters,by Macmillan Collector's Library,New,£15.09
Street Haunting,by Virginia Woolf,New,£8.49
My Caravaggio Style,by Doris Langley Moore,New,£10.59
Selected Poems,by John Keats,New,£9.09
A Pelican at Blandings,by P.G. Wodehouse,New,£12.79
Dickens at Christmas,by Charles Dickens,New,£13.09
Emma,by Jane Austen,Very Good,£4.80
Tender is the Night / The Last Tycoon,by F. Scott Fitzgerald,New,£4.49
Disagreeable Tales,by Leon Bloy,New,£12.69
Dr Fischer of Geneva,by Graham Greene,New,£8.49
Home to Harlem,by Claude McKay,New,£8.49
Three Tales,by Gustave Flaubert,New,£7.19
Brave New World,by Aldous Huxley,New,£14.09
Roarings from Further Out,by Xavier Aldana Reyes,New,£8.49
The Time Machine,by H G Wells,New,£15.99
Quicksand,by Nella Larsen,New,£7.19
Green Money,by D.E. Stevenson,New,£11.39
The Complete Novels of Jane Austen,by Jane Austen,New,£12.69
"Stiff Upper Lip, Jeeves",by P.G. Wodehouse,New,£8.49
Under the Glacier,by Halldor Laxness,New,£8.49
"Ward No. 6 and Other Stories, 1892-1895",by Anton Chekhov,New,£9.09
Girl on a Swing,by Jill Stephens,New,£9.49
The Complete Short Stories of Saki,by Saki,New,£10.09
Robinson Crusoe,by Daniel Defoe,New,£14.09
Tales of the Jazz Age,by F. Scott Fitzgerald,New,£12.69
The Penguin Book of French Short Stories: 2,by Patrick McGuinness,New,£10.09
The Gift of the Magi,by O. Henry,New,£8.49
The Riddle of the Sands,by Erskine Childers,New,£9.79
Eugenie Grandet,by Honore de Balzac,New,£8.49
Glory,by Vladimir Nabokov,New,£8.49
The Last Voyage of Demeter,by Bram Stoker,New,£9.69
Tristram Shandy,by Laurence Sterne,New,£13.59
The Secret Garden,by Frances Eliza Hodgson Burnett,New,£8.79
The Call of the Wild & White Fang,by Jack London,New,£9.09
Little Men,by Louisa May Alcott,New,£8.09
Mrs. Tim Flies Home,by D. E. Stevenson,New,£8.49
Death of a Hero,by Richard Aldington,New,£8.49
Inspector French: The Affair at Little Wokeham,by Freeman Wills Crofts,New,£8.49
The Man With Two Left Feet,by P.G. Wodehouse,New,£12.79
Theogony. Works and Days. Testimonia,by Hesiod,New,£22.79
The Pilgrim's Progress,by John Bunyan,Very Good,£3.49
Congal,by Samuel Ferguson,New,£15.49
The Novels and Tales of Henry James,by Henry James,New,£32.09
A Journey to the Interior of the Earth,by Jules Verne,New,£19.39
Prince Eugene and His Times,by Luise Muhlbach,New,£28.19
The Cathedral Church of Peterborough,by W D Sweeting,New,£14.49
The Silver Canyon,by George Manville Fenn,New,£20.39
Congal,by Samuel Ferguson,New,£26.19
The Green Flag,by Sir Arthur Conan Doyle,New,£17.49
The Silver Canyon,by George Manville Fenn,New,£28.19
Ruth Fielding of the Red Mill,by Alice B Emerson,New,£25.19
Droll Stories; Volume 2,by Honore de Balzac,New,£26.19
The Green Flag,by Sir Arthur Conan Doyle,New,£27.19
The Works Of Charles Dickens ...,by Charles Dickens,New,£27.19
Un Matrimonio In Provincia,by Colombi (Marchesa),New,£25.19
The Golden Bough,by Sir James George Frazer,New,£20.39
The Golden Bough,by Sir James George Frazer,New,£28.19
Les Aventures De Nono...,by Jean Grave,New,£21.39
Les Amours De Psyche Et De Cupidon...,by Jean de la Fontaine,New,£17.49
Les Aventures De Nono...,by Jean Grave,New,£29.19
"El Ingenioso Don Quijote De La Mancha, Volumes 1-2",by Miguel de Cervantes Saavedra,New,£32.99
Les Caracteres De La Bruyere...,by Jean de La-Bruyere,New,£27.19
"El Ingenioso Don Quijote De La Mancha, Volumes 1-2",by Miguel de Cervantes Saavedra,New,£41.79
Dictionnaire raisonne de l'architecture francaise du XIe au XVIe siecle; Volume 3,by Viollet-Le-Duc Eugene-Emman 1814-1879,New,£26.19
"Les Miserables, (The Wretched)",by Victor Hugo,New,£15.49
The Erie Train Boy,"by Horatio Alger, Jr",New,£19.39
"Les Misrables, (The Wretched)",by Victor Hugo,New,£26.19
The Erie Train Boy,"by Horatio Alger, Jr",New,£28.19
"Admiralty Catalogue of Charts, Plans, Views, and Sailing Directions, &c",by Admiralty Hydrogr Dept,New,£17.49
"Admiralty Catalogue of Charts, Plans, Views, and Sailing Directions, &c",by Admiralty Hydrogr Dept,New,£27.19
Undine,by Friedrich Heinrich Kar La Motte-Fouque,New,£26.19
Sentimental Education,by Gustave Flaubert,New,£22.29
El Cocinero De Su Majestad,by Manuel Fernandez Y Gonzalez,New,£35.99
Fathers and Children,by Ivan Sergeevich Turgenev,New,£21.39
Ruth,by Elizabeth Cleghorn Gaskell,New,£20.39
Fathers and Children,by Ivan Sergeevich Turgenev,New,£29.19
Ruth,by Elizabeth Cleghorn Gaskell,New,£28.19
The Homestead on the Hillside,by Anonymous,New,£21.39
Mrs. Halliburton's Troubles,by Henry Wood,New,£24.29
Rinconete y Cortadillo,by Miguel De Cervantes Saavedra,New,£24.29
Rinconete y Cortadillo,by Miguel De Cervantes Saavedra,New,£32.99
Mrs. Halliburton's Troubles,by Henry Wood,New,£32.99
War and Peace; Volume 3,by Leo Tolstoy,New,£28.19
A Chariot of Fire,by Elizabeth Stuart Phelps,New,£25.19
The History of Samuel Titmarsh and the Great Hoggarty Diamond Etc. Etc,by William Makepeace Thackeray,New,£20.39
War and Peace; Volume 3,by Leo Tolstoy,New,£35.99
The History of Samuel Titmarsh and the Great Hoggarty Diamond Etc. Etc,by William Makepeace Thackeray,New,£28.19
A Motkey,by John Galsworthy,New,£19.39
Tommy and Grizel,by J M Barrie,New,£26.19
A Tale of Two Cities.,by Charles Dickens.,New,£15.99
The Jungle Books,by Rudyard Kipling,Very Good,£3.49
"Novels, Tales, Journeys",by Alexander Pushkin,New,£14.09
The King Is Dead,by Walter Tevis,New,£10.09
Big Blonde,by Dorothy Parker,New,£8.49
Sally-Ann,by Susan Scarlett,New,£11.39
Alms For Oblivion Volume III,by Simon Raven,New,£11.39
The Ways of White Folks,by Langston Hughes,New,£8.49
Don Quixote,by Miguel De Cervantes,New,£15.99
Strange Relics,by Amara Thornton,New,£11.19
Despised and Rejected,by Rose Allatini,New,£16.29
Poppies over England,by Susan Scarlett,New,£12.39
Die Verwandlung/Metamorphosis,by Franz Kafka,New,£7.59
The Group,by Mary McCarthy,New,£14.09
Pirate Tales,by Robert E. and Jill P. May,New,£22.59
The Great Gatsby,by F Scott Fitzgerald,New,£7.89
The Tenant of Wildfell Hall,by Anne Bronte,New,£15.99
The Virginia Woolf Collection,by Virginia Woolf,New,£25.89
Robinson Crusoe (Royal Collector's Edition) (Illustrated) (Case Laminate Hardcover with Jacket),by Daniel Defoe,New,£35.29
To the Lighthouse,by Virginia Woolf,New,£7.79
The Complete Fairy Tales,by Charles Perrault,Very Good,£7.90
Best Short Stories,by Anton Chekov,New,£14.49
The Girl on the Boat,by P.G. Wodehouse,New,£11.39
Lucky Per,by Henrik Pontoppidan,New,£11.39
The Picture of Dorian Gray,by Oscar Wilde,New,£13.79
Betty,by Georges Simenon,Very Good,£4.80
The Legend of Sleepy Hollow,by Washington Irving,New,£17.79
French Decadent Tales,"by Stephen Romer (MaAtre de ConfA (c)rences, Tours University)",New,£7.79
She,by H. Rider Haggard,New,£7.19
The Lagoon,by Joseph Conrad,Very Good,£9.00
"The Lives of the Most Excellent Painters, Sculptors, and Architects",by Giorgio Vasari,New,£12.49
National Provincial,by Lettice Cooper,New,£16.29
The Machine Stops,by E M Forster,New,£16.29
Swann in Love,by Marcel Proust,New,£7.79
The Great Gatsby,by F. Scott Fitzgerald,New,£14.69
Dante's Inferno (The Divine Comedy,by Dante Alighieri,New,£10.79
The Hunchback of Notre-Dame,by Victor Hugo,New,£14.09
Jane Eyre,by Charlotte Bronte,New,£11.39
They Were Found Wanting and They Were Divided,by Miklos Banffy,New,£15.99
A Portrait of the Artist as a Young Man,by James Joyce,New,£9.09
The Great Gatsby,by F. Scott Scott Fitzgerald,New,£23.89
Sword of Honour,by Evelyn Waugh,New,£15.39
The Moonstone,by William Wilkie Collins,New,£15.99
Barmy in Wonderland,by P.G. Wodehouse,New,£9.79
The Legs of Izolda Morgan,by Bruno Jasienski,New,£13.39
Les Miserables,by Victor Hugo,New,£12.09
Mrs. Lorimer's Quiet Summer,by Molly Clavering,New,£10.59
The Unknown Kerouac,by Jack Kerouac,New,£25.19
"Giambattista Basile's The Tale of Tales, or Entertainment for Little Ones",by Nancy L. Canepa,New,£42.39
In the Orchard,by Virginia Woolf,New,£6.49
The Retirement of A.J. Wentworth,by H.F. Ellis,New,£7.79
"Les Miserables, Volume I",by Victor Hugo,New,£19.89
Taboo,by James Branch Cabell,New,£4.79
Caroline,by Richmal Crompton,New,£13.59
Hell,by Henri Barbusse,New,£6.19
Buccaneer,by Chris Thorndycroft,New,£12.19
The Scarlet Letter,by Nathaniel Hawthorne,New,£8.49
The Swan Song of A.J. Wentworth,by H.F. Ellis,New,£7.79
Letters from the Earth,by Mark Twain,New,£13.89
A Little Princess,by Frances Hodgson Burnett,New,£7.19
A Message to Garcia,by Elbert Hubbard,New,£14.19
The Angels of Perversity,by Remy de Gourmont,New,£9.99
Just So & Other Stories,by Rudyard Kipling,New,£8.49
Betrayed,by Amalie Skram,New,£11.89
The Bridge of San Luis Rey,by Thornton Wilder,New,£5.49
A Tale of Two Cities (Artisan Edition),by Charles Dickens,New,£10.09
SOE Agent Code Name LILLY,by Steve Urry,New,£9.09
The Great Gatsby,by F Scott Fitzgerald,New,£7.59
The Dog at Clambercrown,by Jocelyn Brooke,New,£13.59
Sense and Sensibility,by Jane Austen,New,£6.49
A Portrait of the Artist as a Young Man.,by James Joyce.,New,£15.09
Les Aventures de Barbapapa,by Annette Tison,New,£16.39
"A Tale of Two Cities (Illustrated by Harvey Dunn with introductions by G. K. Chesterton, Andrew Lang, and Edwin Percy Whipple)",by Dickens,New,£11.49
Understanding The Iliad,by Leon Golden,New,£14.69
No Surrender,by Constance Maud,New,£16.29
Flower Phantoms,by Ronald Fraser,New,£13.39
Merlin Bay,by Richmal Crompton,New,£13.59
"Ich mach Dich gesund, sagte der Bar",by Janosch,New,£6.89
The Tenant of Wildfell Hall,by Anne Bronte,New,£8.79
The Labours of Hercules,by Agatha Christie,New,£10.79
Gilgamesh,by Gerald J Davis,New,£8.99
Washington Square,by Henry James,New,£6.49
The Autobiography of an Ex-Colored Man,by James Weldon Johnson,New,£11.09
Monsieur de Phocas,,New,£10.49
Ethan Frome,by Edith Wharton,New,£6.49
Oswald Cray,by Mrs. Henry Wood,New,£15.79
"Cumbres Borrascosas (Wuthering Heights, Spanish Edition)",by Emily Bronte,New,£12.69
A Christmas Carol,by Charles Dickens,New,£9.09
Three Years: New Translation,by Anton Chekhov,New,£5.79
Lodore,by Mary Wollstonecraft Shelley,New,£8.79
Der Report der Magd,by Margaret Atwood,New,£12.89
Punktchen und Anton,,New,£12.19
Love and Friendship,by Jane Austen,New,£16.49
Burmese Days,by D.J. Taylor,New,£10.09
Elster's Folly,by Mrs. Henry Wood,New,£11.19
The Picture of Dorian Gray (Study Guide & Workbook),by Abby Leigh Hunter,New,£9.89
The Channings,by Mrs. Henry Wood,New,£14.39
Julian Grant Loses His Way (Valancourt 20th Century Classics),by Claude Houghton,New,£17.19
When William Came,"by , Saki",New,£9.39
The Greatest Short Stories of Leo Tolstoy,by Leo Tolstoy,New,£17.19
The Years,by Virginia Woolf,New,£117.59
The Illustrated Alice in Wonderland (The Golden Age of Illustration Series),"by Lewis Carroll (Christ Church College, Oxford)",New,£37.89
Maggie,by Stephen Crane,New,£14.19
Around the World in 80 Days: Large Print,by Jules Verne,New,£15.39
Round the Red Lamp,by Arthur Conan Doyle,New,£74.69
The Way We Live Now,by Anthony Trollope,New,£36.29
As a Man Thinketh and Out from the Heart,by James Allen,New,£21.39
Germinal,by Emile Zola,New,£29.69
Darkwater,by W.E.B. Du Bois,New,£7.19
The Blue Cross,by G K Chesterton,New,£17.79
O Pioneers!,by Willa Cather,New,£15.29
Dubliners (Royal Collector's Edition) (Case Laminate Hardcover with Jacket),by James Joyce,New,£29.69
Little Women,by Louisa May Alcott,New,£8.09
Search After Happiness,by Charlotte Bronte,New,£14.59
Savrola,by Winston Churchill,New,£15.79
The Novels Of Susan Edmonstone Ferrier,by Susan Ferrier,New,£21.39
White Fang,by Jack London,New,£10.79
The Man Who Was Thursday,by G K Chesterton,New,£10.79
"Billy Budd, Sailor",by Herman Melville,New,£15.29
"Guck mal, Madita, es schneit!",by Astrid Lindgren,New,£12.89
A Poet's Pilgrimage,"by W.H., Davies",New,£21.39
Fantomina,by Eliza Haywood,New,£4.79
Botchan,by Yasotaro Morri,New,£10.89
Spiritual Torrents,by Jeanne Marie Bouvieres D La Motte Guyon,New,£7.59
The Queen of Darkness (and other stories),by Grazia Deledda,New,£8.39
Arizona Justice and The Lonely Gun,by Gordon D Shirreffs,New,£15.29
Der Fanger im Roggen,by J D Salinger,New,£10.59
The Garin Death Ray,by Alexei Tolstoy,New,£24.29
The Middle Parts of Fortune,by Frederic Manning,New,£23.09
Der Mann ohne Eigenschaften 1,by Robert Musil,New,£15.89
Edith Wharton's Ethan Frome;Sinister Short Stories by Classic Women Writers,by Edith Wharton,New,£13.59
The Arabian Nights' Entertainments,by Louis Rhead,New,£32.99
Persuasion,by Jane Austen,New,£9.49
Italienische Reise Sonderausgabe,by J W von Goethe,New,£11.49
Jason and the Golden Fleece,by Apollonius of Rhodes,New,£8.59
"Les Miserables, Volume V",by Victor Hugo,New,£19.89
Linden Rise,by Richmal Crompton,New,£24.19
20000 lieues sous les mers,by Jules Verne,New,£10.49
The Vampire in Nineteenth-Century English Literature,by Carol A. Senf,New,£28.09
Ten Books on Architecture,by Vitruvius,New,£31.09
The Bostonians,by Henry James,New,£11.49
In the Year of Jubilee,by George Gissing,New,£11.19
"Four Galt Novels: Annals of the Parish, the Ayrshire Legatees, the Provost, the Entail",by John Galt,New,£23.79
The Man with the Twisted Lip,by Arthur Conan Doyle,New,£8.39
Heroes of Chivalry,by William Patten,New,£30.69
A Gentleman of Leisure,by P G Wodehouse,New,£12.79
La saga dei Volsunghi,by Marzia Varrone,New,£11.69
Miti d'Irlanda,by Martina Sesti,New,£11.69
Dialogues Concerning Natural Religion (Royal Collector's Edition) (Case Laminate Hardcover with Jacket),by David Hume,New,£29.69
... Gulliver's Travels,by Albert Franklin Blaisdell,New,£12.59
Adolphe,by Benjamin Constant,New,£19.39
King Lear,by Yale University,New,£26.19
The Lovels of Arden,by Mary Elizabeth Braddon,New,£15.49
Friars and Filipinos,by Jose Rizal,New,£28.19
A Companion to the Greek Testament and the English Version,by Philip Schaff,New,£35.99
Tagebuch Einer Verlorenen,by Margarete Boehme,New,£28.19
The Works of Joseph Addison,by Joseph Addison,New,£32.99
Souvenirs Et Correspondance Tires Des Papiers De Madame Recamier ...,by Jeanne Francoise Julie Adel Recamier,New,£25.19
Souvenirs Et Correspondance Tires Des Papiers De Madame Recamier ...,by Jeanne Francoise Julie Adel Recamier,New,£32.99
Joan and Peter,by Herbert George Wells,New,£35.99
Cosmopolis,by Paul Bourget,New,£26.19
Cosmopolis,by Paul Bourget,New,£33.99
Roumanian Fairy Tales,by Mite Kremnitz,New,£19.39
The Enjoyment of Art,by Carleton Noyes,New,£14.49
Fraulein Schmidt and Mr. Anstruther,by Elizabeth,New,£28.19
Phoebe Junior,by Margaret Oliphant Oliphant Oliphant,New,£20.39
Phoebe Junior,by Margaret Oliphant Oliphant Oliphant,New,£28.19
The Heart of a Woman,by Baroness Orczy,New,£20.39
Curiosities of the Sky,by Garrett Putnam Serviss,New,£15.49
Mary's Meadow,by Juliana Horatia Gatty Ewing,New,£15.49
The Master Mystery,by Arthur B Reeve,New,£17.49
Paul Kelver A Novel,by Jerome Klapka Jerome,New,£22.29
The Chorus Girl and Other Stories,by Anton Pavlovich Chekhov,New,£17.49
The Jew and Other Stories,by Ivan Sergeevich Turgenev,New,£17.49
Curiosities of the Sky,by Garrett Putnam Serviss,New,£26.19
A Modern Cinderella,by Louisa May Alcott,New,£25.19
The Chorus Girl and Other Stories,by Anton Pavlovich Chekhov,New,£27.19
Shandygaff,by Christopher Morley,New,£27.19
A Trip to Venus,by John Munro,New,£26.19
"The Memoirs Of Barry Lyndon, Esq",by William Makepeace Thackeray,New,£20.39
"The Memoirs Of Barry Lyndon, Esq",by William Makepeace Thackeray,New,£28.19
Les Malheurs De Sophie,by Sophie Segur (Comtesse De),New,£19.39
Les Mille Et Une Nuits,by Galland,New,£26.19
Les Malheurs De Sophie,by Sophie Segur (Comtesse De),New,£28.19
"The Elder Eddas Of Saemund Sigfusson, Younger Eddas Of Snorre Sturleson",by I A Blackwell Benjamin Thorpe,New,£21.39
"Les Miserables, Volumes 1-2...",by Victor Hugo,New,£24.29
"Les Miserables, Volumes 1-2...",by Victor Hugo,New,£32.99
"The Elder Eddas Of Saemund Sigfusson, Younger Eddas Of Snorre Sturleson",by I A Blackwell Benjamin Thorpe,New,£29.19
"Les Nuits Attiques, Volume 3...",by Aulus Gellius,New,£27.19
"Les Nuits Attiques, Volume 3...",by Aulus Gellius,New,£34.99
"History Of Boothbay, Southport And Boothbay Hatbar Maine With Family Genealogies",by Francis B Greene,New,£32.09
The Cashmere Shawl,by Charles White,New,£20.39
El Sombrero de Tres Picos,by Pedro Antonio de Alarcon,New,£14.49
Spacehounds of IPC,by Edward Elmer Smith,New,£19.39
The Life and Complete Works in Prose and Verse of Robert Greene,by Alexander B Grosart,New,£29.19
The Wouldbegoods,by Edith Nesbit,New,£27.19
Spacehounds of IPC,by Edward Elmer Smith,New,£28.19
I Vicerè,by Federico De Roberto,New,£29.19
Commentary On St. Paul's Epistle to the Romans,by Frederic Louis Godet,New,£34.99
The Poems and Fragments of Catullus,by Gaius Valerius Catullus,New,£25.19
Cloudy Jewel,by Grace Livingston Hill,New,£21.39
Plutarch's Morals,by Plutarch,New,£32.99
There & Back,by George MacDonald,New,£26.19
Under Drake's Flag,by George Alfred Henty,New,£28.19
There & Back,by George MacDonald,New,£33.99
Henry Dunbar,by Mary Elizabeth Braddon,New,£32.99
The Indian Drum,by William Macharg,New,£29.19
The Darling and Other Stories,by Anton Pavlovich Chekhov,New,£17.49
The Cat in Grandfather's House,by Carl Henry Grabo,New,£25.19
The Hollow Tree Snowed-in Book; Being a Continuation of the Stories About the Hollow Tree and Deep Woods Peopl,by Albert Bigelow Paine,New,£19.39
The Hollow Tree Snowed-in Book; Being a Continuation of the Stories About the Hollow Tree and Deep Woods Peopl,by Albert Bigelow Paine,New,£28.19
"Jane Eyre Ou Mémoires D'Une Gouvernante, De Currer-Bell, Imités [And Abridged] Par Old-Nick",by Charlotte Bront,New,£15.49
The Man Upstairs and Other Stories,by P G Wodehouse,New,£20.39
The Man Upstairs and Other Stories,by P G Wodehouse,New,£28.19
La Nina De Luzmela,by Concha Espina,New,£14.49
The Block Robe,by Wilkie Collins,New,£19.39
Wilfrid Cumbermede; An Autobiographical Story,by George MacDonald,New,£26.19
The Block Robe,by Wilkie Collins,New,£28.19
Wilfrid Cumbermede; An Autobiographical Story,by George MacDonald,New,£33.99
The Human Chord,by Algernon Blackwood,New,£15.49
Bayou Folk,by Kate Chopin,New,£28.19
The Dingo Boys,by George Manville Fenn,New,£27.19
Tom Swift and His Airship,by Victor Appleton,New,£25.19
"I Manifesti del futurismo, lanciati da Marinetti [et al.]",by Filippo Tommaso Marinetti,New,£15.49
"I Manifesti del futurismo, lanciati da Marinetti [et al.]",by Filippo Tommaso Marinetti,New,£26.19
The Fall of the House of Usher,by Edgar Allan Poe,New,£21.39
The Adventures of Roderick Random,by Tobias George Smollett,New,£17.49
Robin Hood and His Adventures,by Paul Creswick,New,£19.39
The Adventures of Roderick Random,by Tobias George Smollett,New,£27.19
Aylwin,by Theodore Watts-Dunton,New,£32.99
Vita Dei Campi,by Giovanni Verga,New,£19.39
Vita Dei Campi,by Giovanni Verga,New,£28.19
The Mysteries of Udolpho,by Ann Ward Radcliffe,New,£24.29
Misunderstood,by Florence Montgomery,New,£20.39
Misunderstood,by Florence Montgomery,New,£28.19
Dictionnaire raisonne de l'architecture francaise du XIe au XVIe siecle; Volume 1,by Viollet-Le-Duc Eugene-Emman 1814-1879,New,£26.19
Les Amours Jaunes,by Tristan Corbiere,New,£26.19
Sylvie and Bruno,by William Randolph Hearst,New,£22.29
Heinrich Von Ofterdingen,by Novalis,New,£26.19
The Tenant of Wildfell Hall,by Acton Bell,New,£29.19
Jude The Obscure,by Thomas Hardy,New,£18.49
The New Magdalen,by Wilkie Collins,New,£17.39
Three Soldiers,by John Dos Passos,New,£14.19
Weihnachtsgeschichten aus Schweden,by Selma Lagerloef,New,£21.89
Salome,by Oscar Wilde,New,£24.19
Bride of the City Volume 1,by Acharya Chatursen,New,£14.59
Little Witch,by Anna Elizabeth Bennett,New,£9.79
The Duchesse of Langeais,by Honore De Balzac,New,£15.29
Middlemarch,by Mary Ann Evans,New,£28.19
John Knox And The Reformation,by Andrew Lang,New,£12.99
Lord Tony's Wife,by Emmuska Orczy,New,£8.39
The Elusive Pimpernel,by Emmuska Orczy,New,£8.39
Charles Dickens's New Christmas Story,by Anonymous,New,£12.59
Truth,by mile Zola,New,£15.79
Jane Eyre (Deluxe Library Binding),by Charlotte Bronte,New,£30.69
Tagore's Best Short Stories,by Patrick Colm Hogan,New,£14.39
Eugenics and Other Evils,by G K Chesterton,New,£12.89
The Dragon in Shallow Waters,by V. Sackville-West,New,£6.89
A Christmas Carl,by John Gaspard,New,£12.19
The Wolf Patrol,by John Finnemore,New,£48.59
Mortal Coils,by Aldous Huxley,New,£5.49
The Merchant of Venice,by William Shakespeare,New,£13.59
Heart of Darkness,by Joseph Conrad,New,£9.09
The Fifth Queen Trilogy,by Ford Madox Ford,New,£15.09
A Tale of Two Cities,by Charles Dickens,Very Good,£3.60
The Jane Austen Collection,by Jane Austen,New,£41.79
At the Earth's Core,by Edgar Rice Burroughs,New,£6.19
The Heretic of Soana,by Gerhart Hauptmann,New,£9.29
The Narrative of Sojourner Truth,by Sojourner Truth,New,£131.29
Das Delta Der Venus,by Anais Nin,New,£12.99
Mortal Coils,by Hailey Clark,New,£7.39
"The Song of Hiawatha by Henry Wadsworth Longfellow, Fiction, Classics, Literary",by Henry Wadsworth Longfellow,New,£26.49
The Dream of the Red Chamber,,New,£95.59
The Private Papers of Henry Ryecroft,by George Gissing,New,£6.89
Brief Diversions,by J B Priestley,New,£10.39
Impressions of Theophrastus Such,by George Eliot,New,£123.39
Poetry and the Polis in Euripidean Tragedy,by Jonah Radding,New,£18.19
The Romance of the Forest,by Ann Radcliffe,New,£9.79
Thoughts are Things,by Prentice Mulford,New,£11.69
A Great Man,by Arnold Bennett,New,£47.59
Jerusalem,by Selma Lagerloef,New,£12.69
Works,by Nathaniel Hawthorne,New,£131.79
"Astoria; Or, Anecdotes of an Enterprise Beyond the Rocky Mountains",by Washington Irving,New,£19.69
Home as Found,by James Fenimore Cooper,New,£26.29
The Wicked and the Willing,by Lianyu Tan,New,£26.29
The Fairy Book,by Dinah Maria Mulock Craik,New,£29.19
Deephaven and Selected Stories,by Sarah Orne Jewett,New,£7.59
The Genius,by Theodore Dreiser,New,£11.29
Les Paradis Artificiels,by Charles P Baudelaire,New,£27.19
The Cloister and the Hearth; a Tale of the Middle Ages,by Charles Reade,New,£34.99
The Cloister and the Hearth; a Tale of the Middle Ages,by Charles Reade,New,£41.79
Le Cure De Tours,by Honore de Balzac,New,£14.49
Adventures of Don Quixote De La Mancha,by Anonymous,New,£30.09
A Woman of Thirty,by Honore de Balzac,New,£22.29
Great Sea Stories,by Joseph Lewis French,New,£20.39
Great Sea Stories,by Joseph Lewis French,New,£28.19
Love's Pilgrimage,by Upton Sinclair,New,£26.19
No Surrender!,by George Alfred Henty,New,£20.39
The Eyes of the World,by Harold Bell Wright,New,£21.39
Buried Alive,by Arnold Bennett,New,£15.49
La Chartreuse De Parme...,by Stendhal,New,£28.19
The Eyes of the World,by Harold Bell Wright,New,£29.19
